class,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
A,0.0,0.08358955383300781,0.13924351334571838,0.13942661881446838,0.10974669456481934,0.0730542540550232,0.051225870847702026,0.04237079620361328,0.047387927770614624,0.010865926742553711,-0.013310611248016357,-0.0034089982509613037,0.016444802284240723,-0.044526517391204834,-0.06784255802631378,-0.04915061593055725,-0.027768969535827637,-0.09591001272201538,-0.11171877384185791,-0.09417280554771423,-0.07620061933994293,0.0,-0.08141529560089111,-0.18035805225372314,-0.2753775715827942,-0.34891277551651,-0.2404070496559143,-0.2994297444820404,-0.23758924007415771,-0.18403542041778564,-0.2243543267250061,-0.2737780511379242,-0.19368338584899902,-0.14017510414123535,-0.1999722719192505,-0.24538105726242065,-0.1654248833656311,-0.11613106727600098,-0.16656768321990967,-0.21170181035995483,-0.1525464653968811,-0.11227667331695557
A,0.0,0.21317529678344727,0.31597399711608887,0.28427231311798096,0.18704497814178467,0.08747220039367676,0.07373541593551636,0.08496427536010742,0.1072310209274292,-0.06338885426521301,-0.10610908269882202,-0.052744776010513306,0.01969921588897705,-0.2165011465549469,-0.24970197677612305,-0.15441545844078064,-0.069488525390625,-0.37245243787765503,-0.35823415219783783,-0.2681514620780945,-0.2002543807029724,0.0,-0.15841662883758545,-0.3903939127922058,-0.5878524482250214,-0.740121990442276,-0.507013350725174,-0.6485144048929214,-0.517898291349411,-0.3858513832092285,-0.46896323561668396,-0.6217228323221207,-0.4576248228549957,-0.31854283809661865,-0.40877705812454224,-0.543355256319046,-0.3701215982437134,-0.23978203535079956,-0.32652926445007324,-0.435162216424942,-0.31553006172180176,-0.21961456537246704
A,0.0,0.1110357940196991,0.20002815127372742,0.21726283431053162,0.2178894579410553,0.14416760206222534,0.15444737672805786,0.13608959317207336,0.12478536367416382,0.07982891798019409,0.08711192011833191,0.07069554924964905,0.06501182913780212,0.02032962441444397,0.02396640181541443,0.014458686113357544,0.01349213719367981,-0.0417100191116333,-0.03848099708557129,-0.03829681873321533,-0.033530086278915405,0.0,-0.037444233894348145,-0.10767796635627747,-0.1949252486228943,-0.2657288834452629,-0.2067975252866745,-0.2763679400086403,-0.21593835949897766,-0.15271884202957153,-0.2132931500673294,-0.2814812883734703,-0.19636648893356323,-0.12690949440002441,-0.20811191201210022,-0.2748037576675415,-0.18419182300567627,-0.11655047535896301,-0.19154447317123413,-0.23801767826080322,-0.16853390634059906,-0.1157759428024292
A,0.0,0.10060515999794006,0.1980038285255432,0.21834278106689453,0.210920512676239,0.12261408567428589,0.1417751908302307,0.12477511167526245,0.1146053671836853,0.038858234882354736,0.06922626495361328,0.05803394317626953,0.05346935987472534,-0.041021764278411865,-0.011853456497192383,-0.008940637111663818,-0.004878491163253784,-0.12160387635231018,-0.0866808146238327,-0.07359078526496887,-0.06573480367660522,0.0,-0.05563807487487793,-0.18096423149108887,-0.29698777198791504,-0.39439111948013306,-0.30769699811935425,-0.3621094226837158,-0.2705475687980652,-0.18941855430603027,-0.305231511592865,-0.3404540419578552,-0.22565597295761108,-0.13818758726119995,-0.2896212339401245,-0.3058350682258606,-0.18847250938415527,-0.10872882604598999,-0.2624514102935791,-0.27203744649887085,-0.18514615297317505,-0.12924134731292725
A,0.0,0.08778753876686096,0.1506272256374359,0.16610416769981384,0.16449818015098572,0.10732308030128479,0.11932507157325745,0.10806819796562195,0.09834519028663635,0.05400684475898743,0.06928172707557678,0.05898365378379822,0.05370575189590454,0.00026234984397888184,0.015553593635559082,0.009185820817947388,0.00408211350440979,-0.05735906958580017,-0.038821905851364136,-0.03474697470664978,-0.03618547320365906,0.0,-0.04009360074996948,-0.09756776690483093,-0.1585208773612976,-0.21737387776374817,-0.17803674936294556,-0.22827240824699402,-0.18012022972106934,-0.13145405054092407,-0.1849914789199829,-0.2318331003189087,-0.16573193669319153,-0.11431437730789185,-0.18204575777053833,-0.2258705198764801,-0.15881603956222534,-0.1098402738571167,-0.1698717176914215,-0.20984432101249695,-0.1605074405670166,-0.12277650833129883
A,0.0,0.08410358428955078,0.14682918787002563,0.15505462884902954,0.15420782566070557,0.10105025768280029,0.11298370361328125,0.10891622304916382,0.10262668132781982,0.04293781518936157,0.06036311388015747,0.059433579444885254,0.055509865283966064,-0.014696240425109863,0.005602836608886719,0.011947333812713623,0.012590885162353516,-0.07508605718612671,-0.05104619264602661,-0.03967529535293579,-0.036021292209625244,0.0,-0.03296464681625366,-0.12157219648361206,-0.2053331732749939,-0.27107930183410645,-0.20413726568222046,-0.2576618790626526,-0.19667792320251465,-0.13740003108978271,-0.19855421781539917,-0.25238364934921265,-0.17438536882400513,-0.10836362838745117,-0.182794451713562,-0.23383170366287231,-0.1529918909072876,-0.08948642015457153,-0.1574993133544922,-0.1981145739555359,-0.1389567255973816,-0.08874469995498657
A,0.0,0.07888096570968628,0.14895761013031006,0.1675257682800293,0.16591328382492065,0.10810261964797974,0.11998552083969116,0.11100947856903076,0.10275816917419434,0.047582149505615234,0.061543941497802734,0.05563396215438843,0.04929232597351074,-0.010690152645111084,0.005035519599914551,0.004127860069274902,0.0016199946403503418,-0.069552481174469,-0.05060625076293945,-0.044069647789001465,-0.041218101978302,0.0,-0.021475911140441895,-0.1102094054222107,-0.19400054216384888,-0.26173943281173706,-0.19674009084701538,-0.25859564542770386,-0.1979098916053772,-0.13902556896209717,-0.19472378492355347,-0.2552798390388489,-0.17452895641326904,-0.11061805486679077,-0.18227481842041016,-0.23815375566482544,-0.15168505907058716,-0.08958417177200317,-0.16252601146697998,-0.2007819414138794,-0.1382390856742859,-0.09050077199935913
A,0.0,0.10905283689498901,0.1885889768600464,0.20851212739944458,0.19582664966583252,0.13288384675979614,0.12253957986831665,0.1101987361907959,0.11100888252258301,0.04708206653594971,0.04200601577758789,0.040850162506103516,0.04554253816604614,-0.033717334270477295,-0.035747796297073364,-0.027036726474761963,-0.017001748085021973,-0.11950251460075378,-0.10777917504310608,-0.09671705961227417,-0.0881618857383728,0.0,-0.07110774517059326,-0.19739210605621338,-0.316249817609787,-0.4063415825366974,-0.24602973461151123,-0.366443932056427,-0.29127466678619385,-0.2128756046295166,-0.23056834936141968,-0.3441503345966339,-0.24639678001403809,-0.15860337018966675,-0.21477705240249634,-0.2908264398574829,-0.19533246755599976,-0.12266016006469727,-0.19974613189697266,-0.26532018184661865,-0.19109874963760376,-0.1339157223701477
A,0.0,0.2419213056564331,0.3998889923095703,0.41504234075546265,0.4468754529953003,0.2183985710144043,0.2454790472984314,0.2600966691970825,0.23943567276000977,0.034502506256103516,0.09809142351150513,0.13450372219085693,0.09905505180358887,-0.12359732389450073,-0.07724109292030334,-0.008400440216064453,-0.054455339908599854,-0.2929530441761017,-0.22700205445289612,-0.16770806908607483,-0.20592042803764343,0.0,-0.07520163059234619,-0.32274892926216125,-0.5557004064321518,-0.7009452730417252,-0.4848915636539459,-0.6267320513725281,-0.4464995563030243,-0.39361172914505005,-0.4781860411167145,-0.6052245944738388,-0.37857288122177124,-0.3509243130683899,-0.44329163432121277,-0.5729233473539352,-0.3583701252937317,-0.3262333571910858,-0.4136286973953247,-0.5149119198322296,-0.3834109604358673,-0.3494003117084503
A,0.0,0.11882734298706055,0.1945122480392456,0.21294289827346802,0.20212459564208984,0.10888588428497314,0.15900582075119019,0.16441017389297485,0.16124451160430908,0.029355287551879883,0.09313446283340454,0.10062885284423828,0.10058063268661499,-0.046665728092193604,0.027609527111053467,0.03429025411605835,0.03207123279571533,-0.12047719955444336,-0.04293227195739746,-0.03058260679244995,-0.031973838806152344,0.0,-0.0813758373260498,-0.21209195256233215,-0.3260893225669861,-0.41972628235816956,-0.338561087846756,-0.39020684361457825,-0.29021206498146057,-0.20781034231185913,-0.334029883146286,-0.3446873426437378,-0.2267751395702362,-0.14223504066467285,-0.3137451708316803,-0.29394999146461487,-0.1799439787864685,-0.10314321517944336,-0.28211531043052673,-0.26668861508369446,-0.17681896686553955,-0.11777448654174805
A,0.0,0.0993826687335968,0.169523686170578,0.1826147735118866,0.16057196259498596,0.09508016705513,0.10737273097038269,0.10630443692207336,0.10658767819404602,0.023200422525405884,0.03432205319404602,0.041830211877822876,0.04709276556968689,-0.042696088552474976,-0.03585311770439148,-0.018253415822982788,-0.008567392826080322,-0.10927394032478333,-0.09643766283988953,-0.08090603351593018,-0.07265236973762512,0.0,-0.04527604579925537,-0.16585546731948853,-0.2750144600868225,-0.3538083881139755,-0.2471601963043213,-0.3311929553747177,-0.25998371839523315,-0.18543598055839539,-0.23149541020393372,-0.31489720940589905,-0.2256326973438263,-0.1470138132572174,-0.20746111869812012,-0.2717228829860687,-0.18372270464897156,-0.11706417798995972,-0.17760124802589417,-0.22692665457725525,-0.15726548433303833,-0.10698366165161133
A,0.0,0.1446133255958557,0.25055229663848877,0.28873252868652344,0.28114503622055054,0.2095986008644104,0.22677159309387207,0.19868022203445435,0.1631285548210144,0.11303716897964478,0.14212560653686523,0.12389010190963745,0.09495675563812256,0.018048226833343506,0.04862356185913086,0.04034930467605591,0.019414007663726807,-0.06987035274505615,-0.03960472345352173,-0.04090636968612671,-0.05597871541976929,0.0,-0.03462958335876465,-0.10606300830841064,-0.21266701817512512,-0.3056662380695343,-0.291223406791687,-0.30407699942588806,-0.22790241241455078,-0.17422696948051453,-0.32382315397262573,-0.3450469374656677,-0.2804795801639557,-0.2233557105064392,-0.33003148436546326,-0.35757017135620117,-0.29944297671318054,-0.2415834367275238,-0.32092320919036865,-0.35360243916511536,-0.30175164341926575,-0.25585120916366577
A,0.0,0.10851335525512695,0.18437182903289795,0.20239222049713135,0.1938651204109192,0.11347633600234985,0.1301305890083313,0.12080055475234985,0.11568009853363037,0.03700828552246094,0.053352415561676025,0.05537992715835571,0.05863451957702637,-0.03496873378753662,-0.018106460571289062,-0.007192432880401611,-0.00044524669647216797,-0.1097838282585144,-0.08236485719680786,-0.06857949495315552,-0.06076550483703613,0.0,-0.05860757827758789,-0.17943650484085083,-0.2931894063949585,-0.38333845138549805,-0.26014018058776855,-0.3436845541000366,-0.2603185176849365,-0.18467259407043457,-0.24791830778121948,-0.3237065374851227,-0.21887725591659546,-0.13507670164108276,-0.2289351224899292,-0.27378034591674805,-0.1677057147026062,-0.09414499998092651,-0.204903244972229,-0.24049049615859985,-0.1592884659767151,-0.1022678017616272
A,0.0,0.14368867874145508,0.26576411724090576,0.2936519980430603,0.2858085632324219,0.18050378561019897,0.19695913791656494,0.1736723780632019,0.16287487745285034,0.08063063025474548,0.10568082332611084,0.09024640917778015,0.08770331740379333,-0.014034181833267212,0.009330123662948608,0.008006632328033447,0.012942016124725342,-0.10952639579772949,-0.08039230108261108,-0.07051187753677368,-0.06351464986801147,0.0,-0.0713338851928711,-0.21608060598373413,-0.353223979473114,-0.4706103205680847,-0.348499059677124,-0.4538149833679199,-0.34636569023132324,-0.24948334693908691,-0.33899325132369995,-0.44185829162597656,-0.299457848072052,-0.19161415100097656,-0.3126872181892395,-0.3973512649536133,-0.25159621238708496,-0.1561872959136963,-0.27174705266952515,-0.34349387884140015,-0.235795795917511,-0.1623055338859558
A,0.0,0.09619498252868652,0.13895738124847412,0.11177468299865723,0.06611180305480957,-0.010453522205352783,0.00934135913848877,0.061949968338012695,0.09108245372772217,-0.0765913724899292,-0.04433411359786987,0.019970715045928955,0.053755223751068115,-0.14361071586608887,-0.09797090291976929,-0.03151893615722656,-0.002406895160675049,-0.2151675820350647,-0.15127289295196533,-0.08856439590454102,-0.06292468309402466,0.0,-0.12183308601379395,-0.26592037081718445,-0.38253316283226013,-0.47409236431121826,-0.3599568009376526,-0.4428568482398987,-0.36187744140625,-0.2783799171447754,-0.3285391628742218,-0.4184715747833252,-0.3156994581222534,-0.2245369851589203,-0.2858729958534241,-0.3699849247932434,-0.2611423134803772,-0.17055830359458923,-0.2268199622631073,-0.2964429259300232,-0.22436928749084473,-0.1558416485786438
A,0.0,0.12313511967658997,0.2035398781299591,0.23310938477516174,0.2299741804599762,0.12935510277748108,0.14324340224266052,0.12326452136039734,0.11180344223976135,0.049125105142593384,0.05472138524055481,0.046643197536468506,0.04713389277458191,-0.023911893367767334,-0.02497267723083496,-0.015512913465499878,-0.006980270147323608,-0.0982179045677185,-0.08799263834953308,-0.07867971062660217,-0.06748771667480469,0.0,-0.07556304335594177,-0.1857602596282959,-0.3038133382797241,-0.39833515882492065,-0.28074946999549866,-0.3677103817462921,-0.2888474762439728,-0.20731180906295776,-0.27494168281555176,-0.3583415448665619,-0.2548391819000244,-0.1672985553741455,-0.25536128878593445,-0.31365278363227844,-0.21224325895309448,-0.13833308219909668,-0.23009935021400452,-0.2776819169521332,-0.19900214672088623,-0.14157339930534363
A,0.0,0.09250092506408691,0.15079361200332642,0.14260512590408325,0.11572587490081787,0.054231464862823486,0.05599850416183472,0.06845283508300781,0.0764153003692627,-0.015069842338562012,-0.0020031332969665527,0.020072758197784424,0.03126382827758789,-0.08036184310913086,-0.0653465986251831,-0.031400084495544434,-0.014071643352508545,-0.14624804258346558,-0.126373291015625,-0.09032511711120605,-0.07225984334945679,0.0,-0.0704571008682251,-0.20248407125473022,-0.31247246265411377,-0.3942819833755493,-0.2874693274497986,-0.3619297742843628,-0.28412461280822754,-0.20976024866104126,-0.2617260217666626,-0.32931452989578247,-0.2246660590171814,-0.1417829394340515,-0.22690099477767944,-0.28746819496154785,-0.18366003036499023,-0.10629814863204956,-0.18289417028427124,-0.23873215913772583,-0.16907048225402832,-0.11082935333251953
A,0.0,0.08870071172714233,0.1609390377998352,0.16740477085113525,0.14609956741333008,0.08982187509536743,0.08610206842422485,0.08161026239395142,0.08366256952285767,0.02535223960876465,0.02883744239807129,0.031771719455718994,0.038919925689697266,-0.03514379262924194,-0.03282976150512695,-0.021783888339996338,-0.010529935359954834,-0.09700828790664673,-0.09244728088378906,-0.07533389329910278,-0.06229931116104126,0.0,-0.060459673404693604,-0.15807563066482544,-0.2526944577693939,-0.33120375871658325,-0.2349230945110321,-0.30069810152053833,-0.23737439513206482,-0.1740679144859314,-0.2244170606136322,-0.28656479716300964,-0.202966570854187,-0.13433969020843506,-0.20383960008621216,-0.25914618372917175,-0.17121267318725586,-0.10728645324707031,-0.1728021502494812,-0.22426939010620117,-0.1581655740737915,-0.10729938745498657
A,0.0,0.09392440319061279,0.16032254695892334,0.1714538335800171,0.16748011112213135,0.09713524580001831,0.10347241163253784,0.09719657897949219,0.0928606390953064,0.029616117477416992,0.03660053014755249,0.0362401008605957,0.04042363166809082,-0.03335678577423096,-0.021856248378753662,-0.011601746082305908,-0.00293731689453125,-0.09656992554664612,-0.07564330101013184,-0.06273621320724487,-0.05677652359008789,0.0,-0.05292403697967529,-0.16477984189987183,-0.26476216316223145,-0.34441089630126953,-0.23954379558563232,-0.3133613169193268,-0.2549768388271332,-0.18599027395248413,-0.22526538372039795,-0.3047258257865906,-0.2242867350578308,-0.14822310209274292,-0.20336800813674927,-0.25603774189949036,-0.16844159364700317,-0.10238450765609741,-0.17409461736679077,-0.22307506203651428,-0.15555351972579956,-0.10216450691223145
A,0.0,0.10008931159973145,0.20435452461242676,0.23064041137695312,0.23006534576416016,0.12802785634994507,0.16086870431900024,0.14395791292190552,0.12350797653198242,0.0472264289855957,0.0838664174079895,0.06827712059020996,0.05584254860877991,-0.03319805860519409,0.005079418420791626,-0.0030745267868041992,-0.011606365442276001,-0.11696994304656982,-0.07980990409851074,-0.07226896286010742,-0.07115685939788818,0.0,-0.034214675426483154,-0.15654057264328003,-0.27308499813079834,-0.3714122772216797,-0.2850989103317261,-0.33549851179122925,-0.24363791942596436,-0.16018521785736084,-0.2864179015159607,-0.3187832236289978,-0.20111864805221558,-0.11293119192123413,-0.27339494228363037,-0.28961217403411865,-0.17210304737091064,-0.09146344661712646,-0.24983859062194824,-0.2541346549987793,-0.1624898910522461,-0.10358035564422607
A,0.0,0.08377259969711304,0.1467793583869934,0.17044734954833984,0.1619846224784851,0.1006094217300415,0.11466038227081299,0.11826258897781372,0.11859232187271118,0.043341755867004395,0.057372331619262695,0.0649920105934143,0.06957972049713135,-0.015214681625366211,0.005722224712371826,0.015080809593200684,0.0179862380027771,-0.07266479730606079,-0.044666171073913574,-0.03295320272445679,-0.032510221004486084,0.0,-0.055811136960983276,-0.1380772590637207,-0.2105250060558319,-0.2742244303226471,-0.21674954891204834,-0.28505179286003113,-0.2385229766368866,-0.18069258332252502,-0.21243202686309814,-0.2814219295978546,-0.2160302996635437,-0.15037664771080017,-0.19860786199569702,-0.2504471242427826,-0.1757480800151825,-0.11446589231491089,-0.1756460964679718,-0.22456413507461548,-0.1691538393497467,-0.11981463432312012
A,0.0,0.07018029689788818,0.12431812286376953,0.12788528203964233,0.11250936985015869,0.06972116231918335,0.06300437450408936,0.059424400329589844,0.060920119285583496,0.020592927932739258,0.01574540138244629,0.01966071128845215,0.028007030487060547,-0.026378273963928223,-0.02908104658126831,-0.020079493522644043,-0.01083362102508545,-0.07479932904243469,-0.0777706503868103,-0.06444740295410156,-0.054096221923828125,0.0,-0.04329204559326172,-0.11068621277809143,-0.17734235525131226,-0.23581460118293762,-0.17308321595191956,-0.22285184264183044,-0.184037446975708,-0.13714775443077087,-0.16523367166519165,-0.20795661211013794,-0.1529485285282135,-0.10584074258804321,-0.1509157419204712,-0.18876713514328003,-0.13315057754516602,-0.08882123231887817,-0.13153856992721558,-0.17818501591682434,-0.142428457736969,-0.1083117127418518
A,0.0,0.09591233730316162,0.15039116144180298,0.1452537178993225,0.10235977172851562,0.016699790954589844,0.04041492938995361,0.07425302267074585,0.0948038101196289,-0.05381429195404053,-0.019832313060760498,0.023811638355255127,0.051108717918395996,-0.12376582622528076,-0.07790765166282654,-0.02889344096183777,-0.0022632479667663574,-0.19355833530426025,-0.14224565029144287,-0.09122440218925476,-0.06708347797393799,0.0,-0.11910504102706909,-0.2520216107368469,-0.3661867678165436,-0.45960286259651184,-0.3491038978099823,-0.42374032735824585,-0.3366296589374542,-0.2573108375072479,-0.32346948981285095,-0.3885199725627899,-0.27717968821525574,-0.18607646226882935,-0.2844816744327545,-0.3410508930683136,-0.2316949963569641,-0.14438986778259277,-0.2310086488723755,-0.2927190065383911,-0.21440136432647705,-0.142500102519989
A,0.0,0.1368137001991272,0.23251259326934814,0.24513673782348633,0.23917806148529053,0.14612048864364624,0.16329443454742432,0.16210132837295532,0.15829086303710938,0.053433775901794434,0.07756984233856201,0.0759323239326477,0.07450342178344727,-0.038991838693618774,-0.013998866081237793,-0.00435975193977356,0.0007833242416381836,-0.1330392062664032,-0.1009136438369751,-0.07790115475654602,-0.06901344656944275,0.0,-0.07107597589492798,-0.20698928833007812,-0.3319092094898224,-0.44114622473716736,-0.33644917607307434,-0.4279174953699112,-0.3317905217409134,-0.23097285628318787,-0.32512450218200684,-0.41459037363529205,-0.28995272517204285,-0.17856332659721375,-0.2965639978647232,-0.37239187955856323,-0.23997384309768677,-0.13892480731010437,-0.2520357668399811,-0.32909220457077026,-0.2328909933567047,-0.1537121832370758
A,0.0,0.2186262607574463,0.32460343837738037,0.2953324317932129,0.20896363258361816,0.10567283630371094,0.09510451555252075,0.10034418106079102,0.11436212062835693,-0.042434900999069214,-0.08076900243759155,-0.035696595907211304,0.026877641677856445,-0.1931144893169403,-0.2234073281288147,-0.1370980441570282,-0.06236928701400757,-0.34905901551246643,-0.33234427869319916,-0.2506488561630249,-0.19058465957641602,0.0,-0.16197538375854492,-0.38449299335479736,-0.5767017900943756,-0.7263933718204498,-0.5014811754226685,-0.6401867568492889,-0.5115318298339844,-0.3801593780517578,-0.4659896790981293,-0.6191474795341492,-0.45875537395477295,-0.31865930557250977,-0.40810662508010864,-0.5446466505527496,-0.3739515244960785,-0.2416251301765442,-0.3292955756187439,-0.43834590911865234,-0.3211137652397156,-0.22534418106079102
A,0.0,0.11888116598129272,0.2159995436668396,0.23438537120819092,0.23071271181106567,0.13374996185302734,0.1512020230293274,0.1394280195236206,0.13230937719345093,0.04610562324523926,0.06916934251785278,0.0627279281616211,0.06244480609893799,-0.03992605209350586,-0.018230140209197998,-0.010919690132141113,-0.0018118023872375488,-0.12876194715499878,-0.10181593894958496,-0.0797310471534729,-0.06286114454269409,0.0,-0.05614364147186279,-0.19921189546585083,-0.329659640789032,-0.4351811110973358,-0.3130382299423218,-0.4044478237628937,-0.3035488724708557,-0.2111726999282837,-0.30363911390304565,-0.38881975412368774,-0.26151686906814575,-0.16144055128097534,-0.28031498193740845,-0.3463734984397888,-0.21161335706710815,-0.12060117721557617,-0.24694782495498657,-0.2871113419532776,-0.18980097770690918,-0.12367904186248779
A,0.0,0.09583425521850586,0.17183411121368408,0.175542414188385,0.14629286527633667,0.08784854412078857,0.08420044183731079,0.06872206926345825,0.06396239995956421,0.01908808946609497,0.013230860233306885,0.01421278715133667,0.024545609951019287,-0.04157930612564087,-0.05120879411697388,-0.03908485174179077,-0.023761630058288574,-0.10041999816894531,-0.10574638843536377,-0.09076470136642456,-0.0721089243888855,0.0,-0.04425036907196045,-0.16119009256362915,-0.2759314775466919,-0.35832542181015015,-0.24556893110275269,-0.31248223781585693,-0.23589015007019043,-0.16720080375671387,-0.23566222190856934,-0.28661060333251953,-0.18229734897613525,-0.10584670305252075,-0.2168487310409546,-0.2523854970932007,-0.15160953998565674,-0.08431112766265869,-0.19173848628997803,-0.22233927249908447,-0.14573895931243896,-0.09341490268707275
